#Written	by	Robertson	Geologging	WinLogger	V1.0/370					
~VERSION	INFORMATION									
#------------------------------------------------------------------------------										
	VERS.	2	:	CWLS	LOG	ASCII	STANDARD	-	VERSION	2
	WRAP.	NO	:	ONE	LINE	PER	DEPTH	STEP		
~WELL	INFORMATION									
#MNEM.UNIT	DATA	DESCRIPTION	OF	MNEMONIC						
#------------------------------------------------------------------------------										
	STRT.M	0.06	:	START	DEPTH					
	STOP.M	253.12	:	STOP	DEPTH					
	STEP.M	0.01	:	STEP	VALUE					
	NULL.	-999.25	:	NULL	VALUE					
	COMP.	WHITE	YOUN	GREEN	:	COMPANY	NAME			
	WELL.	MAINSFORTH	SHAFT	:	WELL	NAME				
	FLD.	MAINSFORTH	:	FIELD	NAME					
	LOC.	N/A	:	LOCATION						
	PROV.	N/A	:	PROVINCE		
	SRVC.	N/A	:	SERVICE	COMPANY	NAME
	DATE.	15	Dec	6	:	DATE
	UWI.	N/A	:	UNIQUE	WELL	IDENTIFIER
~PARAMETER	INFORMATION					
#MNEMO.UNIT	VALUE	DESCRIPTION	OF	MNEMONIC		
#------------------------------------------------------------------------------						
~OTHER	INFORMATION	SECTION				
#------------------------------------------------------------------------------						
	lLOGGING	DOWN				
~CURVE	INFORMATION					
#MNEMO.UNIT	API	CODE	CURVE	DESCRIPTION		
#------------------------------------------------------------------------------						
	DEPTH.M	:	0	Depth		
	TEMP.DegC	:	1	Temperature		
	CN25.mS/cm	:	2	Conductivity@25DegC		
	COND.mS/cm	:	3	Conductivity			
	DELT.DegC	:	4	Delta	T		
	DELC.mS/cm	:	5	Delta	C		
	NGAM.CPS	:	6	Natural	Gamma		
#------------------------------------------------------------------------------							
~A	DEPTH	TEMP	CN25	COND	DELT	DELC	NGAM
	4.15	8.37	10.77	0.76	0.01	0	61.06
	4.16	8.37	10.77	0.76	0.01	0	59.59
	4.17	8.37	10.77	0.76	0.01	-0.01	59.59
	4.18	8.37	10.77	0.76	0.01	-0.01	59.12
	4.19	8.37	10.77	0.76	0.02	-0.01	63.06
	4.2	8.37	10.77	0.76	0.02	-0.01	63.06
	4.21	8.37	10.77	0.76	0.02	-0.01	65.47
	4.22	8.38	10.77	0.76	0.02	-0.01	64
	4.23	8.38	10.76	0.76	0.02	-0.02	65
	4.24	8.38	10.77	0.76	0.02	-0.02	62.41
	4.25	8.38	10.77	0.76	0.02	-0.02	61.41
	4.26	8.38	10.76	0.76	0.02	-0.02	58.47
	4.27	8.38	10.76	0.76	0.01	-0.01	57.47
	4.28	8.38	10.76	0.76	0.01	-0.01	59.94
	4.29	8.38	10.76	0.76	0.01	-0.01	59.94
	4.3	8.38	10.76	0.76	0.01	-0.01	60.47
	4.31	8.38	10.76	0.76	0.01	-0.01	62.94
	4.32	8.38	10.76	0.76	0.02	-0.02	63.94
	4.33	8.38	10.76	0.76	0.02	-0.02	63.47
	4.34	8.39	10.75	0.76	0.02	-0.02	61.47
	4.35	8.39	10.75	0.76	0.02	-0.02	62.47
	4.36	8.39	10.75	0.76	0.02	-0.02	59.53
	4.37	8.39	10.75	0.76	0.02	-0.02	59.06
	4.38	8.39	10.76	0.76	0.02	-0.02	57.12
	4.39	8.39	10.76	0.76	0.02	-0.01	58.06
	4.4	8.39	10.76	0.76	0.02	-0.02	56.12
	4.41	8.39	10.76	0.76	0.02	-0.01	57.12
	4.42	8.39	10.76	0.76	0.02	-0.02	59.06
	4.43	8.39	10.75	0.76	0.02	-0.02	59.06
	4.44	8.39	10.76	0.76	0.02	-0.02	58.59
	4.45	8.39	10.76	0.76	0.02	-0.02	54.65
	4.46	8.39	10.76	0.76	0.03	-0.02	52.65
	4.47	8.39	10.76	0.76	0.03	-0.02	55.59
	4.48	8.39	10.75	0.76	0.03	-0.03	51.65
	4.49	8.4	10.75	0.76	0.04	-0.03	48.71
	4.5	8.4	10.74	0.76	0.04	-0.04	49.71
	4.51	8.4	10.74	0.76	0.04	-0.04	50.24
	4.52	8.4	10.75	0.76	0.04	-0.04	55.12
	4.53	8.39	10.75	0.76	0.04	-0.04	58.53
	4.54	8.39	10.75	0.76	0.04	-0.04	58.06
	4.55	8.39	10.75	0.76	0.04	-0.04	59.53
	4.56	8.39	10.75	0.76	0.03	-0.04	59.53
	4.57	8.39	10.75	0.76	0.03	-0.03	61
	4.58	8.38	10.76	0.76	0.03	-0.03	59.06
	4.59	8.38	10.76	0.76	0.03	-0.02	59.06
	4.6	8.38	10.76	0.76	0.03	-0.02	61.47
	4.61	8.38	10.77	0.76	0.02	-0.02	61
	4.62	8.38	10.76	0.76	0.02	-0.02	63.94
	4.63	8.38	10.76	0.76	0.03	-0.02	64.94
	4.64	8.39	10.76	0.76	0.03	-0.02	61
	4.65	8.39	10.76	0.76	0.03	-0.02	61.47
	4.66	8.39	10.75	0.76	0.03	-0.02	62.94
	4.67	8.4	10.75	0.76	0.03	-0.02	60
	4.68	8.4	10.74	0.76	0.03	-0.03	61.88
	4.69	8.4	10.74	0.76	0.03	-0.03	57.59
	4.7	8.4	10.74	0.76	0.03	-0.03	52.71
	4.71	8.41	10.74	0.76	0.03	-0.04	51.82
	4.72	8.41	10.74	0.76	0.04	-0.04	49.88
	4.73	8.41	10.74	0.76	0.04	-0.04	51.88
	4.74	8.41	10.74	0.76	0.04	-0.04	49.53
	4.75	8.41	10.74	0.76	0.04	-0.04	51
	4.76	8.4	10.74	0.76	0.04	-0.04	53
	4.77	8.4	10.74	0.76	0.04	-0.04	49.59
	4.78	8.4	10.74	0.76	0.04	-0.03	49.06
	4.79	8.4	10.75	0.76	0.03	-0.03	46.59
	4.8	8.4	10.75	0.76	0.03	-0.02	47.59
	4.81	8.4	10.75	0.76	0.03	-0.02	47.71
	4.82	8.39	10.75	0.76	0.03	-0.02	48.82
	4.83	8.4	10.75	0.76	0.03	-0.02	49.82
	4.84	8.4	10.75	0.76	0.03	-0.02	49.29
	4.85	8.4	10.74	0.76	0.03	-0.03	49.82
	4.86	8.4	10.74	0.76	0.03	-0.02	48.24
	4.87	8.4	10.74	0.76	0.03	-0.03	49.18
	4.88	8.4	10.74	0.76	0.03	-0.03	50.06
	4.89	8.4	10.74	0.76	0.04	-0.04	48.59
	4.9	8.41	10.73	0.76	0.04	-0.04	50.06
	4.91	8.41	10.73	0.76	0.05	-0.04	49.94
	4.92	8.41	10.73	0.76	0.05	-0.05	48.94
	4.93	8.42	10.73	0.76	0.05	-0.05	46.94
	4.94	8.42	10.72	0.76	0.05	-0.05	48.41
	4.95	8.42	10.72	0.76	0.05	-0.05	47.47
	4.96	8.43	10.72	0.76	0.06	-0.05	47
	4.97	8.43	10.72	0.76	0.06	-0.05	50.53
	4.98	8.43	10.72	0.76	0.06	-0.05	51.88
	4.99	8.43	10.72	0.76	0.06	-0.05	51.76
	5	8.43	10.72	0.76	0.06	-0.05	49.29
	5.01	8.43	10.71	0.76	0.06	-0.05	51.76
	5.02	8.44	10.72	0.76	0.06	-0.05	50.29
	5.03	8.44	10.71	0.76	0.06	-0.05	51.29
	5.04	8.44	10.71	0.76	0.06	-0.05	52.76
	5.05	8.44	10.71	0.76	0.06	-0.05	53.24
	5.06	8.44	10.7	0.76	0.07	-0.06	55.65
	5.07	8.44	10.7	0.76	0.07	-0.06	54.18
	5.08	8.44	10.7	0.76	0.07	-0.06	54.65
	5.09	8.44	10.7	0.76	0.07	-0.06	57.12
	5.1	8.44	10.7	0.76	0.07	-0.06	56.65
	5.11	8.44	10.7	0.76	0.07	-0.07	56.18
	5.12	8.44	10.7	0.76	0.07	-0.07	55.65
	5.13	8.44	10.7	0.76	0.08	-0.07	54.65
	5.14	8.44	10.7	0.76	0.08	-0.07	53.06
	5.15	8.44	10.7	0.76	0.07	-0.07	54.06
	5.16	8.44	10.7	0.76	0.07	-0.07	51.59
	5.17	8.44	10.71	0.76	0.07	-0.06	51.12
	5.18	8.44	10.71	0.76	0.07	-0.06	51.59
	5.19	8.45	10.71	0.76	0.07	-0.06	53.06
	5.2	8.45	10.7	0.76	0.07	-0.06	54.53
	5.21	8.45	10.7	0.76	0.07	-0.07	53.06
	5.22	8.45	10.7	0.76	0.07	-0.06	51.59
	5.23	8.45	10.7	0.76	0.07	-0.07	52.59
	5.24	8.45	10.7	0.76	0.07	-0.07	49.82
	5.25	8.45	10.7	0.76	0.08	-0.06	49.35
	5.26	8.45	10.7	0.76	0.08	-0.06	48.35
	5.27	8.45	10.69	0.76	0.08	-0.07	48.82
	5.28	8.45	10.69	0.76	0.08	-0.07	47.35
	5.29	8.45	10.69	0.76	0.07	-0.07	49.35
	5.3	8.45	10.7	0.76	0.07	-0.06	51.82
	5.31	8.45	10.7	0.76	0.07	-0.06	48.88
	5.32	8.45	10.7	0.76	0.07	-0.06	47.88
	5.33	8.45	10.7	0.76	0.06	-0.06	49.35
	5.34	8.45	10.7	0.76	0.06	-0.06	51.76
	5.35	8.45	10.7	0.76	0.06	-0.05	50.29
	5.36	8.45	10.7	0.76	0.06	-0.06	46.88
	5.37	8.45	10.7	0.76	0.06	-0.06	44.53
	5.38	8.45	10.7	0.76	0.06	-0.05	45.53
	5.39	8.45	10.7	0.76	0.06	-0.05	45.53
	5.4	8.45	10.7	0.76	0.06	-0.05	43.59
	5.41	8.45	10.7	0.76	0.06	-0.05	46.35
	5.42	8.45	10.7	0.76	0.06	-0.05	45.35
	5.43	8.45	10.7	0.76	0.06	-0.05	45.35
	5.44	8.45	10.7	0.76	0.06	-0.05	43.88
	5.45	8.45	10.7	0.76	0.06	-0.05	43.88
	5.46	8.45	10.7	0.76	0.06	-0.06	43.88
	5.47	8.46	10.69	0.76	0.06	-0.06	43.41
	5.48	8.46	10.69	0.76	0.06	-0.06	44.41
	5.49	8.46	10.69	0.76	0.06	-0.06	43.41
	5.5	8.46	10.68	0.76	0.07	-0.06	42.94
	5.51	8.47	10.68	0.76	0.07	-0.06	39.47
	5.52	8.47	10.68	0.76	0.07	-0.07	39.41
	5.53	8.47	10.68	0.76	0.08	-0.07	40.88
	5.54	8.47	10.68	0.76	0.08	-0.07	43.24
	5.55	8.47	10.68	0.76	0.08	-0.08	43.71
	5.56	8.47	10.68	0.76	0.09	-0.08	44.18
	5.57	8.47	10.68	0.76	0.09	-0.08	42.71
	5.58	8.47	10.68	0.76	0.09	-0.08	41.24
	5.59	8.47	10.68	0.76	0.09	-0.08	41.76
	5.6	8.47	10.68	0.76	0.09	-0.08	43.24
	5.61	8.47	10.68	0.76	0.09	-0.08	44.71
	5.62	8.47	10.68	0.76	0.09	-0.08	43.71
	5.63	8.47	10.68	0.76	0.09	-0.08	42.24
	5.64	8.47	10.68	0.76	0.08	-0.08	41.24
	5.65	8.47	10.68	0.76	0.08	-0.07	41.71
	5.66	8.47	10.68	0.76	0.08	-0.07	40.24
	5.67	8.48	10.68	0.76	0.08	-0.06	41.24
	5.68	8.47	10.68	0.76	0.07	-0.06	42.76
	5.69	8.47	10.68	0.76	0.07	-0.06	43.35
	5.7	8.47	10.68	0.76	0.07	-0.06	42.88
	5.71	8.47	10.68	0.76	0.07	-0.06	40.88
	5.72	8.47	10.68	0.76	0.07	-0.06	38.18
	5.73	8.47	10.68	0.76	0.07	-0.06	36.71
	5.74	8.47	10.68	0.76	0.07	-0.06	36.71
	5.75	8.47	10.68	0.76	0.06	-0.06	35.71
	5.76	8.47	10.68	0.76	0.07	-0.06	36.65
	5.77	8.47	10.68	0.76	0.07	-0.06	33.24
	5.78	8.47	10.68	0.76	0.07	-0.07	31.71
	5.79	8.47	10.68	0.76	0.07	-0.07	32.18
	5.8	8.47	10.68	0.76	0.07	-0.07	31.65
	5.81	8.47	10.68	0.76	0.08	-0.07	33.12
	5.82	8.47	10.68	0.76	0.08	-0.07	31.18
	5.83	8.48	10.67	0.76	0.08	-0.08	32.18
	5.84	8.48	10.67	0.76	0.08	-0.07	29.24
	5.85	8.48	10.67	0.76	0.08	-0.07	28.76
	5.86	8.48	10.67	0.76	0.09	-0.08	29.71
	5.87	8.49	10.67	0.76	0.09	-0.08	29.71
	5.88	8.49	10.67	0.76	0.08	-0.07	28.24
	5.89	8.49	10.67	0.76	0.08	-0.07	30
	5.9	8.49	10.66	0.76	0.08	-0.07	29.88
	5.91	8.49	10.66	0.76	0.08	-0.07	29.59
	5.92	8.49	10.66	0.76	0.08	-0.06	28.88
	5.93	8.49	10.66	0.76	0.07	-0.06	28.88
	5.94	8.49	10.67	0.76	0.07	-0.05	28.88
	5.95	8.49	10.67	0.76	0.06	-0.05	27.47
	5.96	8.48	10.67	0.76	0.05	-0.05	29.47
	5.97	8.48	10.67	0.76	0.05	-0.05	31.47
	5.98	8.48	10.67	0.76	0.05	-0.05	30
	5.99	8.48	10.67	0.76	0.05	-0.05	29.47
	6	8.49	10.67	0.76	0.05	-0.05	29.47
	6.01	8.49	10.66	0.76	0.05	-0.05	31.12
	6.02	8.49	10.66	0.76	0.05	-0.05	31.59
	6.03	8.49	10.66	0.76	0.05	-0.05	28.65
	6.04	8.49	10.66	0.76	0.05	-0.05	27.65
	6.05	8.5	10.66	0.76	0.05	-0.05	28.18
	6.06	8.5	10.65	0.76	0.05	-0.05	26.18
	6.07	8.5	10.65	0.76	0.06	-0.05	28.76
	6.08	8.5	10.65	0.76	0.06	-0.05	29.53
	6.09	8.5	10.65	0.76	0.06	-0.05	31.24
	6.1	8.5	10.65	0.76	0.06	-0.05	30.29
	6.11	8.5	10.65	0.76	0.06	-0.05	30.29
	6.12	8.5	10.66	0.76	0.06	-0.05	30.29
	6.13	8.5	10.66	0.76	0.06	-0.05	29.76
	6.14	8.5	10.66	0.76	0.06	-0.05	29.24
	6.15	8.5	10.66	0.76	0.06	-0.05	28.24
	6.16	8.5	10.66	0.76	0.06	-0.05	28.24
	6.17	8.5	10.66	0.76	0.06	-0.05	27.24
	6.18	8.5	10.66	0.76	0.06	-0.05	27.53
	6.19	8.5	10.65	0.76	0.05	-0.05	27.53
	6.2	8.5	10.65	0.76	0.05	-0.05	28.53
	6.21	8.5	10.65	0.76	0.05	-0.05	30.47
	6.22	8.5	10.65	0.76	0.05	-0.04	29.94
	6.23	8.5	10.65	0.76	0.05	-0.05	29.94
	6.24	8.5	10.65	0.76	0.05	-0.05	28
	6.25	8.5	10.65	0.76	0.04	-0.05	28
	6.26	8.5	10.65	0.76	0.05	-0.04	27.47
	6.27	8.5	10.65	0.76	0.05	-0.04	27.47
	6.28	8.5	10.65	0.76	0.05	-0.04	28.94
	6.29	8.5	10.65	0.76	0.05	-0.05	30.41
	6.3	8.5	10.66	0.76	0.05	-0.04	30.35
	6.31	8.5	10.65	0.76	0.05	-0.04	29.41
	6.32	8.5	10.66	0.76	0.05	-0.04	28.94
	6.33	8.5	10.65	0.76	0.05	-0.04	29.47
	6.34	8.5	10.66	0.76	0.05	-0.04	30.94
	6.35	8.5	10.66	0.76	0.05	-0.04	30.47
	6.36	8.5	10.66	0.76	0.05	-0.04	29.47
	6.37	8.5	10.66	0.76	0.05	-0.05	28.47
	6.38	8.5	10.66	0.76	0.05	-0.05	28.47
	6.39	8.5	10.66	0.76	0.05	-0.05	28
	6.4	8.5	10.66	0.76	0.05	-0.05	28
	6.41	8.5	10.66	0.76	0.05	-0.05	28.29
	6.42	8.5	10.66	0.76	0.05	-0.05	27.82
	6.43	8.5	10.66	0.76	0.05	-0.04	27.35
	6.44	8.5	10.66	0.76	0.05	-0.04	29.29
	6.45	8.5	10.66	0.76	0.05	-0.04	29.29
	6.46	8.5	10.66	0.76	0.04	-0.04	31.29
	6.47	8.5	10.66	0.76	0.04	-0.03	29.88
	6.48	8.5	10.66	0.76	0.04	-0.03	30.82
	6.49	8.5	10.66	0.76	0.03	-0.02	31.29
	6.5	8.49	10.66	0.76	0.03	-0.02	30.76
	6.51	8.49	10.66	0.76	0.03	-0.02	31.76
	6.52	8.49	10.66	0.76	0.02	-0.02	31.24
	6.53	8.49	10.66	0.76	0.02	-0.02	31.24
	6.54	8.49	10.66	0.76	0.02	-0.02	31.24
	6.55	8.49	10.66	0.76	0.02	-0.02	30.06
	6.56	8.49	10.66	0.76	0.02	-0.02	31.06
	6.57	8.49	10.66	0.76	0.02	-0.02	32.47
	6.58	8.49	10.66	0.76	0.02	-0.02	32.35
	6.59	8.49	10.66	0.76	0.02	-0.02	33.82
	6.6	8.49	10.66	0.76	0.02	-0.02	32.82
	6.61	8.49	10.66	0.76	0.02	-0.02	29.88
	6.62	8.49	10.66	0.76	0.02	-0.02	28.41
	6.63	8.49	10.66	0.76	0.02	-0.02	26.41
	6.64	8.5	10.66	0.76	0.02	-0.02	28.41
	6.65	8.5	10.66	0.76	0.02	-0.02	27.47
	6.66	8.5	10.66	0.76	0.02	-0.02	28.47
	6.67	8.5	10.66	0.76	0.03	-0.02	29
	6.68	8.5	10.65	0.76	0.03	-0.02	27.53
	6.69	8.5	10.65	0.76	0.03	-0.02	28.06
	6.7	8.5	10.66	0.76	0.03	-0.02	29.06
	6.71	8.5	10.66	0.76	0.03	-0.02	31.06
	6.72	8.5	10.66	0.76	0.03	-0.02	30.76
	6.73	8.5	10.65	0.76	0.03	-0.03	31.24
	6.74	8.5	10.65	0.76	0.03	-0.03	32.29
	6.75	8.5	10.65	0.76	0.03	-0.03	31.59
	6.76	8.5	10.65	0.76	0.03	-0.03	28.65
	6.77	8.5	10.65	0.76	0.03	-0.03	28.65
	6.78	8.5	10.66	0.76	0.03	-0.02	29.12
	6.79	8.49	10.66	0.76	0.03	-0.02	28.12
	6.8	8.49	10.66	0.76	0.02	-0.02	27.18
	6.81	8.49	10.66	0.76	0.02	-0.02	25.71
	6.82	8.49	10.66	0.76	0.01	-0.01	24.71
	6.83	8.49	10.66	0.76	0.01	-0.01	25.18
	6.84	8.49	10.66	0.76	0.01	-0.01	24.18
	6.85	8.5	10.66	0.76	0.01	-0.01	22.71
	6.86	8.5	10.66	0.76	0.01	-0.01	22.47
	6.87	8.5	10.66	0.76	0.01	-0.01	22.47
	6.88	8.5	10.66	0.76	0.01	-0.01	19.53
	6.89	8.5	10.66	0.76	0.01	-0.01	20.06
	6.9	8.5	10.66	0.76	0	0	18.59
	6.91	8.5	10.66	0.76	0	0	17.59
	6.92	8.5	10.66	0.76	0	0	18.12
	6.93	8.5	10.66	0.76	0.01	-0.01	21.53
	6.94	8.49	10.66	0.76	0.01	-0.01	22.53
	6.95	8.49	10.66	0.76	0.01	-0.01	22.53
	6.96	8.49	10.66	0.76	0.01	-0.01	23
	6.97	8.49	10.67	0.76	0.01	0	23.47
	6.98	8.49	10.67	0.76	0	0	23.47
	6.99	8.49	10.67	0.76	0	0	23.94
	7	8.49	10.67	0.76	0	0	22.47
	7.01	8.49	10.66	0.76	0	0	22.47
	7.02	8.49	10.66	0.76	0	0	22.94
	7.03	8.49	10.66	0.76	0	0.01	22.18
	7.04	8.49	10.66	0.76	-0.01	0.01	22.18
	7.05	8.49	10.66	0.76	-0.01	0.01	23.65
	7.06	8.49	10.66	0.76	-0.01	0.01	24.59
	7.07	8.49	10.66	0.76	-0.01	0.01	26.47
	7.08	8.49	10.66	0.76	-0.01	0.01	24.47
	7.09	8.49	10.66	0.76	-0.01	0.01	24.18
	7.1	8.49	10.66	0.76	-0.01	0.01	21.24
	7.11	8.5	10.65	0.76	-0.01	0	20.24
	7.12	8.5	10.65	0.76	0	0	20.24
	7.13	8.5	10.65	0.76	0	-0.01	20.76
	7.14	8.5	10.65	0.76	0	-0.01	19.29
	7.15	8.5	10.65	0.76	0	-0.01	19.76
	7.16	8.5	10.65	0.76	0	-0.01	19.76
	7.17	8.5	10.65	0.76	0	-0.01	21.24
	7.18	8.5	10.65	0.76	0	0.01	21.24
	7.19	8.5	10.66	0.76	0	0	22.24
	7.2	8.5	10.66	0.76	0	0.01	21.76
	7.21	8.49	10.66	0.76	-0.01	0.01	21
	7.22	8.49	10.66	0.76	-0.01	0.01	19.94
	7.23	8.49	10.67	0.76	-0.01	0.02	18.12
	7.24	8.49	10.67	0.76	-0.01	0.02	18.71
	7.25	8.49	10.66	0.76	-0.01	0.02	19.76
	7.26	8.49	10.66	0.76	-0.01	0.02	19.06
	7.27	8.49	10.66	0.76	-0.01	0.01	21.53
	7.28	8.49	10.66	0.76	-0.01	0.01	22.06
	7.29	8.49	10.66	0.76	-0.01	0.01	21.59
	7.3	8.49	10.66	0.76	0	0.01	20.59
	7.31	8.49	10.66	0.76	0	0.01	21.59
	7.32	8.5	10.66	0.76	0	0.01	21.12
	7.33	8.5	10.66	0.76	0	0	22.59
	7.34	8.5	10.65	0.76	0	0	21.41
	7.35	8.5	10.65	0.76	0	0	22.12
	7.36	8.5	10.65	0.76	0	0	21.41
	7.37	8.5	10.65	0.76	0	0	22.88
	7.38	8.5	10.65	0.76	0.01	0	21.71
	7.39	8.5	10.65	0.76	0.01	-0.01	22.24
	7.4	8.5	10.65	0.76	0.01	-0.01	22.12
	7.41	8.5	10.65	0.76	0.01	-0.01	21.59
	7.42	8.5	10.65	0.76	0	-0.01	21.59
	7.43	8.5	10.65	0.76	0	0	23.53
	7.44	8.5	10.66	0.76	0	0	22.06
	7.45	8.5	10.66	0.76	0	0	21.06
	7.46	8.49	10.66	0.76	-0.01	0	23
	7.47	8.49	10.66	0.76	-0.01	0	24.47
	7.48	8.49	10.66	0.76	0	0	23.47
	7.49	8.49	10.66	0.76	0	0	23.47
	7.5	8.49	10.66	0.76	0	0	22.53
	7.51	8.5	10.66	0.76	0	0	22.76
	7.52	8.5	10.66	0.76	0	0	22.53
	7.53	8.5	10.66	0.76	0	0	23.24
	7.54	8.5	10.66	0.76	0.01	0	23.24
	7.55	8.5	10.66	0.76	0.01	0	23.24
	7.56	8.49	10.66	0.76	0.01	0	23.24
	7.57	8.49	10.66	0.76	0	0	25.18
	7.58	8.49	10.66	0.76	0	0	25.71
	7.59	8.49	10.66	0.76	0	0	26.18
	7.6	8.49	10.66	0.76	0	0.01	25.24
	7.61	8.49	10.66	0.76	0	0.01	26.18
	7.62	8.49	10.66	0.76	0	0.01	25.71
	7.63	8.49	10.66	0.76	0	0.01	25.65
	7.64	8.49	10.66	0.76	0	0	24.65
	7.65	8.5	10.66	0.76	0	0	25.65
	7.66	8.5	10.66	0.76	-0.01	0	27.12
	7.67	8.49	10.66	0.76	-0.01	0.01	26.12
	7.68	8.49	10.66	0.76	-0.01	0.01	25.82
	7.69	8.49	10.67	0.76	-0.01	0.01	24.88
	7.7	8.49	10.67	0.76	-0.01	0.01	23.53
	7.71	8.49	10.67	0.76	-0.01	0.01	24
	7.72	8.49	10.67	0.76	-0.01	0.01	25.47
	7.73	8.49	10.67	0.76	-0.01	0.02	26.47
	7.74	8.48	10.67	0.76	-0.01	0.02	25.53
	7.75	8.48	10.67	0.76	-0.01	0.02	22.59
	7.76	8.48	10.67	0.76	-0.01	0.01	21.88
	7.77	8.49	10.66	0.76	-0.01	0.01	20.41
	7.78	8.49	10.66	0.76	-0.01	0.01	19.94
	7.79	8.49	10.66	0.76	0	0	20.88
	7.8	8.49	10.66	0.76	0	0	19.47
	7.81	8.49	10.66	0.76	0	0	21.47
	7.82	8.49	10.66	0.76	0	0	21.47
	7.83	8.49	10.66	0.76	0	0	19.47
	7.84	8.49	10.66	0.76	-0.01	0	20.47
	7.85	8.49	10.66	0.76	-0.01	0	19.76
	7.86	8.49	10.66	0.76	-0.01	0	21.71
	7.87	8.49	10.66	0.76	-0.01	0.01	24.88
	7.88	8.49	10.66	0.76	-0.01	0	24.12
	7.89	8.49	10.66	0.76	0	0	23.47
	7.9	8.5	10.66	0.76	0	0	22.47
	7.91	8.5	10.66	0.76	0	0	23.41
	7.92	8.5	10.66	0.76	0	0	25.82
	7.93	8.5	10.66	0.76	0	0	25.53
	7.94	8.5	10.66	0.76	0	0	27.47
	7.95	8.5	10.66	0.76	0.01	0	26.47
	7.96	8.5	10.66	0.76	0.01	-0.01	27.47
	7.97	8.5	10.66	0.76	0.01	0	27.47
	7.98	8.5	10.66	0.76	0.01	0	24.53
	7.99	8.5	10.66	0.76	0.01	0	25.53
	8	8.49	10.66	0.76	0	-0.01	25.76
	8.01	8.49	10.66	0.76	0	-0.01	25.76
	8.02	8.49	10.66	0.76	0	-0.01	25.71
	8.03	8.49	10.66	0.76	0	-0.01	24.24
	8.04	8.49	10.66	0.76	0	-0.01	20.94
	8.05	8.49	10.66	0.76	0	-0.01	20.24
	8.06	8.49	10.66	0.76	0	0	20.35
	8.07	8.49	10.66	0.76	0	0	19.88
	8.08	8.49	10.66	0.76	0	0	18.41
	8.09	8.49	10.66	0.76	0	0	16.47
	8.1	8.49	10.66	0.76	0	0.01	16.47
	8.11	8.49	10.67	0.76	-0.01	0.01	14.53
	8.12	8.49	10.67	0.76	-0.01	0.01	14.53
	8.13	8.49	10.67	0.76	-0.01	0.01	12.59
	8.14	8.49	10.66	0.76	-0.01	0.01	12.47
	8.15	8.49	10.66	0.76	-0.01	0.01	13.65
	8.16	8.49	10.66	0.76	-0.01	0.01	12
	8.17	8.49	10.66	0.76	-0.01	0.01	11.29
	8.18	8.49	10.66	0.76	-0.01	0.01	11.29
	8.19	8.49	10.66	0.76	-0.01	0.01	10.88
	8.2	8.49	10.67	0.76	0	0	11.35
	8.21	8.49	10.67	0.76	0	0	11.82
	8.22	8.49	10.67	0.76	0	0	14.29
	8.23	8.49	10.67	0.76	0	0	14.82
	8.24	8.49	10.67	0.76	0	0	15.82
	8.25	8.49	10.67	0.76	0	0	16.82
	8.26	8.49	10.67	0.76	0	0	17.29
	8.27	8.49	10.67	0.76	0	0	17.29
	8.28	8.49	10.67	0.76	0	0	18.24
	8.29	8.49	10.66	0.76	0	0	18.24
	8.3	8.49	10.66	0.76	0	0	18.71
	8.31	8.5	10.66	0.76	0	0	18.82
	8.32	8.5	10.66	0.76	0	0	19.12
	8.33	8.49	10.66	0.76	-0.01	0.01	20.71
	8.34	8.49	10.66	0.76	-0.01	0.01	21.18
	8.35	8.49	10.66	0.76	-0.01	0.01	20.65
	8.36	8.49	10.66	0.76	-0.01	0.01	21.12
	8.37	8.49	10.66	0.76	-0.01	0.01	20.18
	8.38	8.49	10.66	0.76	-0.01	0.02	19.24
	8.39	8.49	10.67	0.76	-0.01	0.02	17.76
	8.4	8.49	10.67	0.76	-0.01	0.02	16.29
	8.41	8.49	10.67	0.76	-0.01	0.01	14.82
	8.42	8.49	10.66	0.76	-0.01	0.01	14.35
	8.43	8.49	10.66	0.76	0	0.01	13.41
	8.44	8.49	10.66	0.76	0	0.01	13.94
	8.45	8.49	10.66	0.76	0	0	14.47
	8.46	8.5	10.66	0.76	0	0	15
	8.47	8.5	10.66	0.76	0.01	0	15.12
	8.48	8.5	10.66	0.76	0.01	0	14.65
	8.49	8.5	10.65	0.76	0	-0.01	14.65
	8.5	8.5	10.65	0.76	0	-0.01	14.18
	8.51	8.5	10.65	0.76	0	-0.01	14.18
	8.52	8.5	10.65	0.76	0	-0.01	15.18
	8.53	8.5	10.65	0.76	0	-0.01	15.65
	8.54	8.5	10.65	0.76	0	-0.01	16.59
	8.55	8.5	10.65	0.76	0.01	-0.01	18.06
	8.56	8.5	10.65	0.76	0.01	-0.01	16.59
	8.57	8.5	10.65	0.76	0.01	-0.01	18.06
	8.58	8.5	10.65	0.76	0.01	-0.01	18.53
	8.59	8.5	10.65	0.76	0.01	-0.01	17.53
	8.6	8.5	10.65	0.76	0.01	-0.01	19
	8.61	8.5	10.65	0.76	0.01	-0.01	19
	8.62	8.5	10.65	0.76	0.01	-0.01	18
	8.63	8.5	10.65	0.76	0.01	-0.01	17.47
	8.64	8.51	10.65	0.76	0.01	-0.01	18.35
	8.65	8.51	10.65	0.76	0.01	-0.01	19.82
	8.66	8.51	10.65	0.76	0.01	-0.01	18.35
	8.67	8.51	10.65	0.76	0.01	-0.01	17.88
